season,season_end_year,team,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url
2023-24,2024,Cleveland Cavaliers,50.5,48,34,under,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Dallas Mavericks,45.5,50,32,over,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Denver Nuggets,52.5,57,25,over,+450,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Detroit Pistons,28.5,14,68,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Golden State Warriors,48.5,46,36,under,+1200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Houston Rockets,31.5,41,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Indiana Pacers,38.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Los Angeles Clippers,46.5,51,31,over,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Los Angeles Lakers,47.5,47,35,under,+1500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Memphis Grizzlies,45.5,27,55,under,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Miami Heat,45.5,46,36,over,+1600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Milwaukee Bucks,54.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Minnesota Timberwolves,44.5,56,26,over,+6600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,New Orleans Pelicans,44.5,49,33,over,+4000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,New York Knicks,45.5,50,32,over,+5000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Oklahoma City Thunder,44.5,57,25,over,+10000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Orlando Magic,37.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Philadelphia 76ers,48.5,47,35,under,+1800,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Phoenix Suns,51.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Portland Trail Blazers,28.5,21,61,under,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Sacramento Kings,44.5,46,36,over,+3500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,San Antonio Spurs,28.5,22,60,under,+15000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Toronto Raptors,36.5,25,57,under,+8000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Utah Jazz,35.5,31,51,under,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2023-24,2024,Washington Wizards,24.5,15,67,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html
2024-25,2025,Atlanta Hawks,36.5,40,42,over,+50000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Boston Celtics,58.5,61,21,over,+325,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Brooklyn Nets,19.5,26,56,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Charlotte Hornets,30.5,19,63,under,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Chicago Bulls,28.5,39,43,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Cleveland Cavaliers,48.5,64,18,over,+3500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Dallas Mavericks,49.5,39,43,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Denver Nuggets,51.5,50,32,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Detroit Pistons,25.5,44,38,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Golden State Warriors,43.5,48,34,over,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Houston Rockets,43.5,52,30,over,+8000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Indiana Pacers,46.5,50,32,over,+6600,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Los Angeles Clippers,35.5,50,32,over,+12500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Los Angeles Lakers,43.5,50,32,over,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Memphis Grizzlies,47.5,48,34,over,+3500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Miami Heat,44.5,37,45,under,+5000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Milwaukee Bucks,49.5,48,34,under,+1400,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Minnesota Timberwolves,51.5,49,33,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,New Orleans Pelicans,46.5,21,61,under,+5000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,New York Knicks,53.5,51,31,under,+700,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Oklahoma City Thunder,57.5,68,14,over,+675,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Orlando Magic,47.5,41,41,under,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Philadelphia 76ers,50.5,24,58,under,+1000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Phoenix Suns,48.5,36,46,under,+1500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Portland Trail Blazers,21.5,36,46,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Sacramento Kings,46.5,40,42,under,+6600,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,San Antonio Spurs,35.5,34,48,under,+15000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Toronto Raptors,29.5,30,52,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Utah Jazz,28.5,17,65,under,+50000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2024-25,2025,Washington Wizards,20.5,18,64,under,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html
2025-26,2026,Atlanta Hawks,46.5,46,36,under,+4000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Boston Celtics,41.5,56,26,over,+6000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Brooklyn Nets,19.5,20,62,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Charlotte Hornets,27.5,44,38,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Chicago Bulls,33.5,31,51,under,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Cleveland Cavaliers,56.5,52,30,under,+750,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Dallas Mavericks,41.5,26,56,under,+3500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Denver Nuggets,53.5,54,28,over,+550,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Detroit Pistons,46.5,60,22,over,+3300,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Golden State Warriors,47.5,37,45,under,+2500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Houston Rockets,52.5,52,30,under,+1400,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Indiana Pacers,37.5,19,63,under,+10000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Los Angeles Clippers,49.5,42,40,under,+1800,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Los Angeles Lakers,46.5,53,29,over,+1600,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Memphis Grizzlies,39.5,25,57,under,+12500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Miami Heat,37.5,43,39,over,+20000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Milwaukee Bucks,43.5,32,50,under,+5500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Minnesota Timberwolves,49.5,49,33,under,+1300,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,New Orleans Pelicans,30.5,26,56,under,+30000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,New York Knicks,53.5,53,29,under,+900,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Oklahoma City Thunder,62.5,64,18,over,+240,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Orlando Magic,51.5,45,37,under,+1800,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Philadelphia 76ers,43.5,45,37,over,+4000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Phoenix Suns,30.5,45,37,over,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Portland Trail Blazers,35.5,42,40,over,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Sacramento Kings,35.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,San Antonio Spurs,44.5,62,20,over,+6600,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Toronto Raptors,39.5,46,36,over,+10000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Utah Jazz,18.5,22,60,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
2025-26,2026,Washington Wizards,20.5,17,65,under,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html
